method name
RTCompositeShape>>edgeFrom:to:,RTCompositeShape:args:RTElement:RTElement:ret:RTEdge
RTNiceStepSizeGenerator>>reset,RTNiceStepSizeGenerator:args:ret:RTNiceStepSizeGenerator
RTStackBarPlot>>totalSum,RTStackBarPlot:args:ret:SmallInteger
RTNColorLinearNormalizer>>maxBrightnessFor:,RTNColorLinearNormalizer:args:SmallInteger:ret:BoxedFloat64,RTNColorLinearNormalizer:args:LargePositiveInteger:ret:BoxedFloat64,RTNColorLinearNormalizer:args:BoxedFloat64:ret:BoxedFloat64
RTTreeMapBuilder>>rectangle,RTTreeMapBuilder:args:ret:RTRectangleTreeMap
RTNoDecorationShape class>>trachelShapeClass,RTNoDecorationShape class:args:ret:TRNoDecoratorShape class
RTSVGPath class>>Georgia,RTSVGPath class:args:ret:ByteString
RTLayoutBuilder>>ifElement:then:,RTLayoutBuilder:args:ByteSymbol:RTTreeLayout:ret:RTConditionalLayout
RTBoxPlotItem>>median,RTBoxPlotItem:args:ret:SmallInteger
RTSVGPath class>>PapuaNewGuinea,RTSVGPath class:args:ret:ByteString
RTEdge class>>buildEdgesFromObjects:from:to:inView:scope:,RTEdge class:args:Interval:BlockClosure:ByteSymbol:RTView:RTGroup:ret:RTGroup
RTAbstractGraphLayout class>>on:edges:,RTClusterLayout class:args:RTGroup:OrderedCollection:ret:RTClusterLayout,RTTreeLayout class:args:RTGroup:OrderedCollection:ret:RTTreeLayout,RTTreeLayout class:args:RTGroup:RTGroup:ret:RTTreeLayout
RTView>>view,RTView:args:ret:RTView
RTExploraBuilder>>node:parent:,RTExploraBuilder:args:SmallInteger:UndefinedObject:ret:RTExploraNode,RTExploraBuilder:args:Collection class:UndefinedObject:ret:RTExploraNode,RTExploraBuilder:args:ValueLink:UndefinedObject:ret:RTExploraNode,RTExploraBuilder:args:String class:UndefinedObject:ret:RTExploraNode,RTExploraBuilder:args:FileReference:UndefinedObject:ret:RTExploraNode
RTAnnounceableObject>>getInteractionsForClass:,RTView:args:RTDraggableView class:ret:OrderedCollection
RTLabeled>>isBelow,RTLabeled:args:ret:False
RTShape>>color,RTArc:args:ret:BlockClosure,RTLabel:args:ret:Color,RTEllipse:args:ret:BlockClosure,RTLine:args:ret:BlockClosure,RTBox:args:ret:Color,RTDecoratedLine:args:ret:Color,RTSVGPath:args:ret:BlockClosure,RTSparkline:args:ret:BlockClosure
RTAxisRenderer>>numberOfLabels,RTAxisRenderer:args:ret:SmallInteger
RTShapeBuilder>>color,RTBoundedShapeBuilder:args:ret:BlockClosure,RTRouteBuilder:args:ret:BlockClosure,RTShapeBuilder:args:ret:Color
RTExploraBuilder>>buildNode:parent:,RTExploraBuilder:args:SmallInteger:UndefinedObject:ret:RTExploraNode,RTExploraBuilder:args:Collection class:UndefinedObject:ret:RTExploraNode,RTExploraBuilder:args:ValueLink:UndefinedObject:ret:RTExploraNode,RTExploraBuilder:args:String class:UndefinedObject:ret:RTExploraNode,RTExploraBuilder:args:FileReference:UndefinedObject:ret:RTExploraNode
RTTabTable>>numberOfColumns,RTTabTable:args:ret:SmallInteger
RTLabel class>>defaultColor,RTExtensibleLabel class:args:ret:Color,RTStyledLabel class:args:ret:Color,RTLabel class:args:ret:Color,RTRotatedLabel class:args:ret:Color,RTTextPath class:args:ret:Color
RTSVGPath class>>Bulgaria,RTSVGPath class:args:ret:ByteString
RTCalendarBuilder>>getDateStructure,RTCalendarBuilder:args:ret:OrderedCollection
RTLineDecoration>>attachPoint,RTSimpleArrowHead:args:ret:RTCenteredAttachPoint
RTTreeMapBuilder>>defaultExtent,RTTreeMapBuilder:args:ret:Point
RTBuilder>>createInteractionBuilder,RTTimeline:args:ret:RTInteractionBuilder,RTExploraBuilder:args:ret:RTInteractionBuilder,RTSlider:args:ret:RTInteractionBuilder,RTMenuBuilder:args:ret:RTInteractionBuilder,RTAnimatedScatterPlot:args:ret:RTInteractionBuilder,RTDSM:args:ret:RTInteractionBuilder,RTDynamicStackedGrapher:args:ret:RTInteractionBuilder,RTPieBuilder:args:ret:RTInteractionBuilder,RTBuilder:args:ret:RTInteractionBuilder,RTDoubleBarBuilder:args:ret:RTInteractionBuilder,RTGrapher:args:ret:RTInteractionBuilder,RTRadar:args:ret:RTInteractionBuilder,RTSunburstBuilder:args:ret:RTInteractionBuilder,RTMapLocationBuilder:args:ret:RTInteractionBuilder,RTTreeMapBuilder:args:ret:RTInteractionBuilder,RTUMLClassBuilder:args:ret:RTInteractionBuilder,RTCityBuilder:args:ret:RTInteractionBuilder,RTCircularTreeMapBuilder:args:ret:RTInteractionBuilder,RTBundleBuilder:args:ret:RTInteractionBuilder,RTDoubleGrapher:args:ret:RTInteractionBuilder,RTMultiGrapher:args:ret:RTInteractionBuilder,RTLegendBuilder:args:ret:RTInteractionBuilder,RTCalendarBuilder:args:ret:RTInteractionBuilder,RTNameCloud:args:ret:RTInteractionBuilder,RTSpectrograph:args:ret:RTInteractionBuilder,RTMapBuilder:args:ret:RTInteractionBuilder,RTAreaBuilder:args:ret:RTInteractionBuilder,RTKiviatBuilder:args:ret:RTInteractionBuilder,RTStackBarPlot:args:ret:RTInteractionBuilder,RTAxisAdaptedBuilder:args:ret:RTInteractionBuilder,RTMondrianViewBuilder:args:ret:RTInteractionBuilder,RTEdgeBuilder:args:ret:RTInteractionBuilder
RTSVGPath class>>Sweden,RTSVGPath class:args:ret:ByteString
RTLayoutBuilder>>verticalLine,RTLayoutBuilder:args:ret:RTVerticalLineLayout
RTLegendBuilder>>isLeft,RTLegendBuilder:args:ret:False
RTCalendarBuilder>>dateInteraction,RTCalendarBuilder:args:ret:RTInteractionBuilder
RTLabeled>>isCenter,RTLabeled:args:ret:False
RTAxisRenderer>>numberOfTicks,RTAxisRenderer:args:ret:SmallInteger
RTCityBuilder>>buildCities:,RTCityBuilder:args:OrderedCollection:ret:RTGroup
RTFisheye class>>radius:,RTFisheye class:args:SmallInteger:ret:RTFisheye
RTEllipse>>geometryFor:,RTEllipse:args:RTElement:ret:GEllipse
RTAbstractGraphLayout>>horizontalGap,RTHorizontalTreeLayout:args:ret:SmallInteger,RTReversedHorizontalTreeLayout:args:ret:SmallInteger,RTTreeLayout:args:ret:SmallInteger
RTSVGPath class>>Bhutan,RTSVGPath class:args:ret:ByteString
RTBundleBuilder>>labelShape,RTBundleBuilder:args:ret:RTRotatedLabel
RTSVGPath class>>Honduras,RTSVGPath class:args:ret:ByteString
RTAbstractGrapher>>isYAxisDefined,RTGrapher:args:ret:False,RTTimeline:args:ret:True,RTDynamicStackedGrapher:args:ret:False
RTSVGPath class>>puzzlePiece,RTSVGPath class:args:ret:ByteString
RTBezier3Line>>trachelShapeClass,RTBezier3Line:args:ret:TRBezier3Shape class
RTAxisRenderer>>positionLabel,RTAxisRenderer:args:ret:BlockClosure
RTColorPalette class>>palette,RTCPDiverging class:args:ret:Dictionary,RTCPQualitative class:args:ret:Dictionary,RTCPSequential class:args:ret:Dictionary
RTUMLClassBuilder>>methodsNames,RTUMLClassBuilder:args:ret:BlockClosure
RTBorderStyle>>style,RTBorderStyle:args:ret:UndefinedObject
RTCircleTree>>x,RTCircleTree:args:ret:BoxedFloat64
RTBarLabelFactory>>labelShape,RTBarLabelFactory:args:ret:RTLabel
RTSVGPath class>>Hungary,RTSVGPath class:args:ret:ByteString
RTHighlightable class>>highlightedColor,RTHighlightable class:args:ret:Color
RTAnchorConstraint>>guideLine,RTAnchorConstraint:args:ret:RTLine
RTElement>>geometry,RTElement:args:ret:GEllipse
RTMenuActivable>>action:,RTMenuActivable:args:ByteSymbol:ret:RTMenuActivable
RTMenu>>label,RTMenu:args:ret:TRLabelShape
RTStackBarPlot>>defaultBarHeight,RTStackBarPlot:args:ret:SmallInteger
RTAxisConfiguration>>minValue,RTAxisConfiguration:args:ret:SmallInteger
RTMultiLinearColor>>indexesFor:,RTMultiLinearColor:args:SmallInteger:ret:Array,RTMultiLinearColor:args:BoxedFloat64:ret:Array,RTMultiLinearColor:args:Fraction:ret:Array,RTMultiLinearColorForIdentity:args:Fraction:ret:Array,RTMultiLinearColorForIdentity:args:SmallInteger:ret:Array
RTEdge class>>buildEdgesFromObjects:from:to:using:scope:,RTEdge class:args:Interval:BlockClosure:ByteSymbol:RTLine class:RTGroup:ret:RTGroup
RTSVGPath class>>RepublicofTurkey,RTSVGPath class:args:ret:ByteString
RTSVGPath class>>NewCaledonia,RTSVGPath class:args:ret:ByteString
RTAbstractCompactTree>>followLeftContour:toLayer:,RTRadialTreeLayout:args:RTElement:SmallInteger:ret:RTElement
RTDataStudioPlugin>>label,RTDataStudioPlugin:args:ret:ByteString
RTSlider>>build,RTSlider:args:ret:RTView
RTMockElement>>view,RTMockElement:args:ret:RTView
RTTabTable>>values,RTTabTable:args:ret:Array
RTMockElement>>width,RTMockElement:args:ret:SmallInteger
RTAbstractVerticalValuesDecorator>>defaultLabelColor,RTVerticalMinValueDecorator:args:ret:Color,RTVerticalMaxValueDecorator:args:ret:Color,RTVerticalValuesDecorator:args:ret:Color
RTKendrickPlugin>>label,RTKendrickPlugin:args:ret:ByteString
RTSVGPath class>>Rwanda,RTSVGPath class:args:ret:ByteString
RTShape>>element,RTOSM:args:ret:RTElement,RTArc:args:ret:RTElement,RTBox:args:ret:RTElement,RTText:args:ret:RTElement,RTBitmap:args:ret:RTElement,RTSVGPath:args:ret:RTElement,RTEllipse:args:ret:RTElement,RTLabel:args:ret:RTElement,RTRoundedBox:args:ret:RTElement,RTCompositeShape:args:ret:RTElement
RTKiviatBuilder>>createView,RTKiviatBuilder:args:ret:RTView
RTMondrianViewBuilder>>nodes:,RTMondrianViewBuilder:args:Interval:ret:RTGroup
RTBounds>>findStart:,RTBounds:args:RTCircleTree:ret:SmallInteger
RTColorPalette>>convertSchemeToColors:,RTCPDiverging:args:Array:ret:Array,RTCPSequential:args:Array:ret:Array,RTCPQualitative:args:Array:ret:Array
RTPalette class>>c8,RTPalette class:args:ret:Array
RTKiviatNode>>shapeEdge,RTKiviatNode:args:ret:RTLine
RTShapeBuilder>>orthoHorizontalLine,RTShapeBuilder:args:ret:RTMultiLine
RTBoxPlotItem>>q3,RTBoxPlotItem:args:ret:SmallInteger
RTSVGPath class>>Guyana,RTSVGPath class:args:ret:ByteString
RTLayoutBuilder>>horizontalLine,RTLayoutBuilder:args:ret:RTHorizontalLineLayout
RTPolyLineSegment>>segments,RTPolyLineSegment:args:ret:Array
RTMapLocationBuilder>>createView,RTMapLocationBuilder:args:ret:RTView
RTMultiLinearColor>>defaultCommand,RTMultiLinearColor:args:ret:ByteSymbol,RTMultiLinearColorForIdentity:args:ret:ByteSymbol
RTAnchorConstraint>>anchorSegment,RTAnchorConstraint:args:ret:Array
RTLineSegment>>intersectHorizontalLine:,RTLineSegment:args:RTLineSegment:ret:Point
RTElement>>updateConnectedEdges,RTCompoundElement:args:ret:RTCompoundElement,RTElement:args:ret:RTElement
RTSVGPath class>>TimorLeste,RTSVGPath class:args:ret:ByteString
RTOSM>>maxLatitude,RTOSM:args:ret:BoxedFloat64
RTEdge>>encompassingRectangle,RTEdge:args:ret:Rectangle
RTAbstractData>>xScale,RTMultipleData:args:ret:RTLinearTransformation,RTData:args:ret:RTLinearTransformation
RTAbstractFlowLayout>>isAlignCenter,RTFlowLayout:args:ret:False,RTHorizontalFlowLayout:args:ret:False
RTRadialTreeLayout>>radialDraw:,RTRadialTreeLayout:args:RTElement:ret:SmallInteger
RTMondrian>>currentFrame,RTMondrian:args:ret:RTMondrianFrame
RTEdgeDrivenLayout class>>on:edges:,RTForceBasedLayout class:args:RTGroup:OrderedCollection:ret:RTForceBasedLayout
RTUsefulScript class>>menuConfigurationSymbol,RTUsefulScript class:args:ret:ByteSymbol
RTBundleBuilder>>edges,RTBundleBuilder:args:ret:RTEdgeBuilder
RTDoubleGrapher>>axisYRight,RTDoubleGrapher:args:ret:RTAxisConfiguration
RTShape class>>element,RTBox class:args:ret:RTElement,RTBitmap class:args:ret:RTElement
RTOSM>>minLatitude,RTOSM:args:ret:BoxedFloat64
RTMetricNormalizer>>getElementNormalizedValues:min:max:minValue:maxValue:using:,RTMetricNormalizer:args:BlockClosure:SmallInteger:Fraction:SmallInteger:SmallInteger:RTLinearTransformation:ret:RTGroup,RTMetricNormalizer:args:BlockClosure:SmallInteger:SmallInteger:SmallInteger:SmallInteger:RTLinearTransformation:ret:RTGroup,RTMetricNormalizer:args:BlockClosure:Fraction:SmallInteger:SmallInteger:SmallInteger:RTLinearTransformation:ret:RTGroup,RTMetricNormalizer:args:BlockClosure:SmallInteger:BoxedFloat64:SmallInteger:BoxedFloat64:RTLinearTransformation:ret:RTGroup,RTMetricNormalizer:args:BlockClosure:SmallInteger:SmallInteger:SmallInteger:LargePositiveInteger:RTLinearTransformation:ret:RTGroup
RTSVGPath class>>Fiji,RTSVGPath class:args:ret:ByteString
RTTimeline>>lineIdentifierLabels,RTTimeline:args:ret:OrderedCollection
RTGrapher>>yScale,RTGrapher:args:ret:RTLinearTransformation
RTStyledLabel>>trachelShapeForOneLine:,RTStyledLabel:args:RTElement:ret:TRStyledLabelShape
RTAbstractFlowLayout>>gapSize,RTFlowLayout:args:ret:SmallInteger,RTHorizontalFlowLayout:args:ret:SmallInteger
RTLabelGenerator>>flooredMod:n:,RTLabelGenerator:args:Fraction:Fraction:ret:SmallInteger,RTLabelGenerator:args:SmallInteger:SmallInteger:ret:SmallInteger,RTLabelGenerator:args:BoxedFloat64:BoxedFloat64:ret:BoxedFloat64,RTLabelGenerator:args:SmallInteger:Fraction:ret:SmallInteger
RTAbstractAverageDecorator>>lineFrom:to:,RTAverageDecorator:args:Point:Point:ret:RTEdge
RTLegendBuilder>>renderIn:,RTLegendBuilder:args:RTView:ret:RTLegendBuilder
RTPolyLineSegment class>>with:,RTPolyLineSegment class:args:RTLineSegment:ret:RTPolyLineSegment
RTVerticalAttachPoint>>basicStartingPointOf:,RTVerticalAttachPoint:args:RTEdge:ret:Point
RTBuilder>>defaultWindowName,RTTimeline:args:ret:ByteString,RTExploraBuilder:args:ret:ByteString,RTSlider:args:ret:ByteString,RTMenuBuilder:args:ret:ByteString,RTAnimatedScatterPlot:args:ret:ByteString,RTDSM:args:ret:ByteString,RTDynamicStackedGrapher:args:ret:ByteString,RTPieBuilder:args:ret:ByteString,RTBuilder:args:ret:ByteString,RTDoubleBarBuilder:args:ret:ByteString,RTGrapher:args:ret:ByteString,RTRadar:args:ret:ByteString,RTSunburstBuilder:args:ret:ByteString,RTMapLocationBuilder:args:ret:ByteString,RTTreeMapBuilder:args:ret:ByteString,RTUMLClassBuilder:args:ret:ByteString,RTCityBuilder:args:ret:ByteString,RTCircularTreeMapBuilder:args:ret:ByteString,RTBundleBuilder:args:ret:ByteString,RTDoubleGrapher:args:ret:ByteString,RTMultiGrapher:args:ret:ByteString,RTLegendBuilder:args:ret:ByteString,RTCalendarBuilder:args:ret:ByteString,RTNameCloud:args:ret:ByteString,RTSpectrograph:args:ret:ByteString,RTMapBuilder:args:ret:ByteString,RTAreaBuilder:args:ret:ByteString,RTMondrian:args:ret:ByteString,RTKiviatBuilder:args:ret:ByteString,RTStackBarPlot:args:ret:ByteString,RTAxisAdaptedBuilder:args:ret:ByteString,RTMondrianViewBuilder:args:ret:ByteString,RTEdgeBuilder:args:ret:ByteString
RTSVGPath class>>Madagascar,RTSVGPath class:args:ret:ByteString
RTBundleBuilder>>elements,RTBundleBuilder:args:ret:RTGroup
RTSVGPath class>>Jamaica,RTSVGPath class:args:ret:ByteString
RTNIdentityNormalizer>>nextColor,RTNIdentityNormalizer:args:ret:Color
RTRectangleTreeMap>>computeRemainingSubrectangleFrom:,RTRectangleTreeMap:args:OrderedCollection:ret:RTRectangleTreeMap
RTAbstractDSM>>renderIn:,RTDSM:args:RTView:ret:RTView
RTLabel>>fontNameFor:,RTStyledLabel:args:RTElement:ret:ByteString,RTLabel:args:RTElement:ret:ByteString,RTTextPath:args:RTElement:ret:ByteString
RTLineDecorationShape class>>asHead,RTEmptyNarrowArrow class:args:ret:RTLineHead,RTEmptyArrow class:args:ret:RTLineHead,RTFilledCircle class:args:ret:RTLineHead,RTSimpleArrow class:args:ret:RTLineHead,RTFilledDiamond class:args:ret:RTLineHead,RTEmptyCircle class:args:ret:RTLineHead,RTNoDecorationShape class:args:ret:RTLineHead,RTEmptyDiamond class:args:ret:RTLineHead,RTFilledNarrowArrow class:args:ret:RTLineHead,RTFilledArrow class:args:ret:RTLineHead
RTEmptyNarrowArrow class>>trachelShapeClass,RTEmptyNarrowArrow class:args:ret:TREmptyNarrowArrowHeadShape class
RTShape>>fillColor,RTSVGPath:args:ret:BlockClosure,RTSparkline:args:ret:BlockClosure
RTLinearPathBuilder>>interpolate:,RTLinearPathBuilder:args:OrderedCollection:ret:ByteString
RTNAbstractNormalizer>>command,RTNColorLinearNormalizer:args:ret:ByteSymbol
RTAnimatedScatterPlot>>createElements,RTAnimatedScatterPlot:args:ret:RTGroup
RTStackBarPlot>>numberOfValuesPerRow,RTStackBarPlot:args:ret:SmallInteger
RTSVGPath class>>Ghana,RTSVGPath class:args:ret:ByteString
RTAbstractVerticalValuesDecorator>>labelColor,RTVerticalMinValueDecorator:args:ret:Color,RTVerticalMaxValueDecorator:args:ret:Color,RTVerticalValuesDecorator:args:ret:Color
RTNiceStep>>i,RTNiceStep:args:ret:SmallInteger
RTMondrian>>node:,RTMondrian:args:ByteString:ret:RTElement
RTSVGPath class>>SolomonIslands,RTSVGPath class:args:ret:ByteString
RTSVGPath class>>NewZealand,RTSVGPath class:args:ret:ByteString
RTSVGPath class>>SouthAfrica,RTSVGPath class:args:ret:ByteString
RTBoundedShapeBuilder>>minimumSize,RTBoundedShapeBuilder:args:ret:SmallInteger,RTMondrianShapeBuilder:args:ret:SmallInteger
RTMockEdge>>to,RTMockEdge:args:ret:RTMockElement
RTBoundedShapeBuilder>>size:,RTBoundedShapeBuilder:args:SmallInteger:ret:RTBoundedShapeBuilder,RTMondrianShapeBuilder:args:ByteSymbol:ret:RTMondrianShapeBuilder,RTBoundedShapeBuilder:args:ByteSymbol:ret:RTBoundedShapeBuilder
RTAbstractCircleLayout>>initialAngle,RTCircleLayout:args:ret:SmallInteger,RTWeightedCircleLayout:args:ret:SmallInteger,RTEquidistantCircleLayout:args:ret:SmallInteger
RTNest>>on:nest:,RTNest:args:RTElement:RTGroup:ret:RTNest
RTShorterDistanceAttachPointAndCompositeShape>>attachPointsFor:on:,RTShorterDistanceAttachPointAndCompositeShape:args:RTEdge:RTElement:ret:Array
RTGridView>>color,RTGridView:args:ret:Color
RTAxisConfiguration>>labelRotation,RTAxisConfiguration:args:ret:SmallInteger
RTLineSegment>>top,RTLineSegment:args:ret:Point
RTCircleTree>>r,RTCircleTree:args:ret:BoxedFloat64
RTSimpleArrowHead>>trachelShapeClass,RTSimpleArrowHead:args:ret:TRSimpleArrowShape class
RTVerticalLineLayout>>deltaFor:,RTVerticalLineLayout:args:RTElement:ret:Point,RTVerticalLineLayout:args:RTGroup:ret:Point,RTVerticalLineLayout:args:TRLabelShape:ret:Point
RTGrapher>>maxXFromDataSets,RTGrapher:args:ret:SmallInteger
RTPolyLineSegment>>length,RTPolyLineSegment:args:ret:BoxedFloat64
RTLayoutBuilder>>date,RTLayoutBuilder:args:ret:RTDateLayout
RTNiceStepSizeGenerator>>base,RTNiceStepSizeGenerator:args:ret:SmallInteger
RTCircleTree class>>distanceOf:and:,RTCircleTree class:args:RTCircleTree:RTCircleTree:ret:BoxedFloat64
RTColorPalette>>drawSubPallete:named:on:,RTCPQualitative:args:Array:ByteString:RTView:ret:RTGroup,RTCPDiverging:args:Array:ByteString:RTView:ret:RTGroup,RTCPSequential:args:Array:ByteString:RTView:ret:RTGroup
RTAbstractTreeBuilder>>weight,RTCircularTreeMapBuilder:args:ret:BlockClosure
RTSVGPath class>>Eritrea,RTSVGPath class:args:ret:ByteString
RTAbstractCircleLayout>>scaleFactor,RTCircleLayout:args:ret:SmallInteger,RTWeightedCircleLayout:args:ret:SmallInteger,RTEquidistantCircleLayout:args:ret:SmallInteger
RTAnchorConstraint>>lineSegmentFor:,RTAnchorConstraint:args:RTEdge:ret:RTLineSegment
RTAbstractDSM>>createShapeBuilder,RTDSM:args:ret:RTShapeBuilder
RTAxisConfiguration>>areLabelRotated,RTAxisConfiguration:args:ret:False
RTAxisConfiguration>>color,RTAxisConfiguration:args:ret:Color
RTMondrian>>metricNormalizerClass,RTMondrian:args:ret:RTMetricNormalizer class
RTPalette class>>c2,RTPalette class:args:ret:Array
RTSVGPath class>>Nepal,RTSVGPath class:args:ret:ByteString
RTText>>textFor:,RTText:args:RTElement:ret:ByteString
RTOSM class>>earthR,RTOSM class:args:ret:BoxedFloat64
RTShorterDistanceWithOffsetAttachPoint>>basicStartingPointOf:,RTShorterDistanceWithOffsetAttachPoint:args:RTEdge:ret:Point
RTMondrian>>pushFrame:,RTMondrian:args:RTMondrianFrame:ret:RTMondrianFrame
RTLineSegment>>intersectVertical:,RTLineSegment:args:RTLineSegment:ret:Point
RTStackBarPlot>>height,RTStackBarPlot:args:ret:SmallInteger
RTSVGPath class>>Guinea,RTSVGPath class:args:ret:ByteString
RTCalendarBuilder>>yearLayout,RTCalendarBuilder:args:ret:RTLayoutBuilder
RTAbstractRegularTreeLayout>>leftGap,RTHorizontalTreeLayout:args:ret:SmallInteger,RTReversedHorizontalTreeLayout:args:ret:SmallInteger,RTTreeLayout:args:ret:SmallInteger
RTOSM>>ratio,RTOSM:args:ret:BoxedFloat64
RTShapeBuilder>>fillColor,RTBoundedShapeBuilder:args:ret:BlockClosure,RTRouteBuilder:args:ret:BlockClosure,RTShapeBuilder:args:ret:Color
RTLegendItem>>textColor,RTPolymorphicBoxLegendItem:args:ret:Color,RTColorFadingLegendItem:args:ret:Color,RTLabelLegendItem:args:ret:Color
RTUMLClassBuilder>>classname,RTUMLClassBuilder:args:ret:ByteSymbol
RTPalette class>>c10,RTPalette class:args:ret:Array
RTUMLClassBuilder>>attributeShape,RTUMLClassBuilder:args:ret:RTShapeBuilder
RTQuadTree>>cy,RTQuadTree:args:ret:BoxedFloat64
RTExtremityLineDecoration>>asHead,RTLineTail:args:ret:RTLineHead
RTAbstractCompactTree>>getAbcissaOf:inSubtreeFromLayer:,RTRadialTreeLayout:args:RTElement:SmallInteger:ret:Fraction
RTEdge class>>on:from:to:,RTEdge class:args:RTClipBox class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTBezier3Line class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTRoundedBox class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRAbstractArrowHeadShape class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRMouseClick class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTEmptyArrowHead class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTBox class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTAbstractLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTMultiLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRAbstractMouseEvent class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTShape class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRShapeEvent class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:Array:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTRotatedLabel class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRKeyboardEvent class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRFilledNarrowArrowHeadShape class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTAbstractArrowedLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTAbstractElementShape class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTArrowedLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRSimpleArrowShape class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTStyledMultiLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTStyledLabel class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTDirectedLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTTextPath class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTSelectiveShape class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTLabel class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTSVGPath class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTSimpleArrowHead class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTNoShape class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTExtensibleLabel class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTMultiColoredLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTEditableLabel class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTBitmap class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:Association:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TREmptyArrowHeadShape class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRFilledArrowHeadShape class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRUserInputEvent class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TREmptyNarrowArrowHeadShape class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTText class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TREvent class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTSparkline class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTDecoratedLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTBezierLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTExtremityLineDecoration class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTPolygon class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRMouseAbstractDrop class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRMouseDragging class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTLineHead class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRResizeCanvasEvent class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTEllipse class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTArc class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTSVGPathBezierLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTOSM class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTSVGPathLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTLineDecoration class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTArcLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTLineTail class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTCompositeShape class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTDoubleArrowedLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTGradientColoredLine class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:RTDiamond class:RTElement:RTElement:ret:RTEdge,RTEdge class:args:TRMouseWheelEvent class:RTElement:RTElement:ret:RTEdge
